Name; Value; Type; Description
cl_print_consistency_list; cmd; ; Display's the contents and flags of the current consistency list
cl_prop_debug; cmd; ; Toggle prop debug mode. If on, props will show colorcoded bounding boxes. Red means ignore all damage. White means respond physically to damage but never break. Green maps health in the range of 100 down to 1.
cl_querycache_stats; cmd; ; Display status of the query cache (client only)
cl_ragdoll_default_scale; 1; cl; 
cl_ragdoll_limit; 20; cl, a; Maximum number of ragdolls to show (-1 disables limit)
cl_ragdoll_reload; 0; cl; 
cl_removedecals; cmd; ; Remove the decals from the entity under the crosshair.
cl_report_predcopy_overrides; cmd; ; Report prediction copy overrides
cl_report_soundpatch; cmd; ; reports client-side sound patch count
cl_resend; 1; release; Delay in seconds before the client will resend the 'connect' attempt
cl_retire_low_priority_lights; 0; ; Low priority dlights are replaced by high priority ones
cl_rr_reloadresponsesystems; cmd; ; Reload all response system scripts.
cl_scaleform_script_help; cmd; ; Display Scaleform ActionScript bindings
cl_sceneentity_debug; 0; cl; Display all thinking scene entities and its data.
cl_screenmessage_notifytime; 8; cl; How long to display screen message text
cl_script_add_debug_filter; cmd; ; Add a filter to the game debug overlay
cl_script_add_watch; cmd; ; Add a watch to the game debug overlay
cl_script_add_watch_pattern; cmd; ; Add a watch to the game debug overlay
cl_script_attach_debugger; cmd; ; Connect the vscript VM to the script debugger
cl_script_attach_debugger_at_startup; 0; cl; 
cl_script_break_in_native_debugger_on_error; 0; cl; 
cl_script_clear_watches; cmd; ; Clear all watches from the game debug overlay
cl_script_debug; cmd; ; Toggle the in-game script debug features
cl_script_dump_all; cmd; ; Dump the state of the VM to the console
cl_script_find; cmd; ; Find a key in the VM 
cl_script_help; cmd; ; Output help for script functions
cl_script_help2; cmd; ; Output help for script functions suitable for auto-completion
cl_script_reload; cmd; ; Reload scripts
cl_script_reload_code; cmd; ; Execute a vscript file, replacing existing functions with the functions in the run script
cl_script_reload_entity_code; cmd; ; Execute all of this entity's VScripts, replacing existing functions with the functions in the run scripts
cl_script_remove_debug_filter; cmd; ; Remove a filter from the game debug overlay
cl_script_remove_watch; cmd; ; Remove a watch from the game debug overlay
cl_script_remove_watch_pattern; cmd; ; Remove a watch from the game debug overlay
cl_script_resurrect_unreachable; cmd; ; Use the garbage collector to track down reference cycles
cl_script_trace_disable; cmd; ; Turn off a particular trace output by file or function name
cl_script_trace_disable_all; cmd; ; Turn off all trace output
cl_script_trace_disable_key; cmd; ; Turn off a particular trace output by table/instance
cl_script_trace_enable; cmd; ; Turn on a particular trace output by file or function name
cl_script_trace_enable_all; cmd; ; Turn on all trace output
cl_script_trace_enable_key; cmd; ; Turn on a particular trace output by table/instance
cl_sendtable_cache_filename; 0; ; Send tables cache file
cl_sequence_debug; -1; cl; 
cl_sequence_debug_verbose; 1; cl; 
cl_show_bounds_errors; 0; cl; 
cl_show_splashes; 1; cl; 
cl_showanimstate; -1; cl, cheat; Show the (client) animation state for the specified entity (-1 for none).
cl_showanimstate_activities; 1; cl, cheat; Show activities in the (client) animation state display.
cl_ShowBoneSetupEnts; 0; cl; Show which entities are having their bones setup each frame.
cl_showdemooverlay; 0; ; How often to flash demo recording/playback overlay (0 - disable overlay, -1 - show always)
cl_showents; cmd; ; Dump entity list to console.
cl_showerror; 0; cl; Show prediction errors, 2 for above plus detailed field deltas.
cl_showfps; 0; cl, release; Draw fps meter at top of screen (1 = fps, 2 = smooth fps, 3 = server MS, 4 = Show FPS and Log to file )
cl_showhelp; 1; cl, a; Set to 0 to not show on-screen help
cl_showncustomtabhelp; 0; cl, a; 
cl_showpausedimage; 1; cl; Show the 'Paused' image when game is paused.
cl_showpos; 0; cl, release; Draw current position at top of screen
cl_showtextmsg; 1; cl; Enable/disable text messages printing on the screen.
cl_sidespeed; 450; cl, cheat; 
cl_simdslerp; 1; rep; Use SIMD Slerp.
cl_smooth; 1; cl; Smooth view/eye origin after prediction errors
cl_smoothtime; 0; cl; Smooth client's view after prediction error over this many seconds
cl_snd_new_visualize; 0; cl, cheat; Displays soundevent name played at it's 3d position
cl_soundscape_flush; cmd; ; Flushes the client side soundscapes
cl_soundscape_printdebuginfo; cmd; ; print soundscapes
cl_spectator_cmdrate_factor; 0; ; Rate multiplier when connected via hltv
cl_spectator_interp_ratio; 2; cl; When connected to hltv or playing a demo, adjust the interp time by this ratio.
cl_spewserializers; cmd; ; Spew serializers
cl_ss_origin; cmd; ; print origin in script format
cl_steamcontroller; 0; cl; 
cl_steamdatagramtransport_debugticket_address; 0; ; For debugging, generate our own (unsigned) ticket, using the specified gameserver address.  Router must be configured to accept unsigned tickets.
cl_steamdatagramtransport_forceproxyaddr; 0; ; Force the use of a particular set of proxy servers.  Comma-separated list.
cl_stuff_keys; 0; cl, cheat; 
cl_team; 0; cl, a, user; Default team when joining a game
cl_timeout; 30; a; After this many seconds without receiving a packet from the server, the client will disconnect itself
cl_tracer_whiz_distance; 72; cl; 
cl_trade_steamid; cmd; ; Trade with a person by steam id
cl_tree_sway_dir; cmd; ; sets tree sway wind direction and strength
cl_updaterate; 60; a, user; Number of packets per second of updates you are requesting from the server
cl_updatevisibility; cmd; ; Updates visibility bits.
cl_upspeed; 320; cl, cheat; 
cl_viewmodelsclonedasworld; 1; cl; 
cl_viewtarget_clamp; 1; cl; 
cl_voice_buffer_time; 0; a; Amount of time between receiving voice data and playing the audio
cl_voice_filter; 0; ; Filter voice by name substring
cl_voice_hltv_extra_buffer_time; 1; a; Amount of time between receiving voice data and playing the audio when watching HTLV
cl_voiceenabled; 1; cl; 
cl_vprof_scope_entity_gamephys; 0; cl; 
cl_weather; 0; cl, cheat; 
cl_winddir; 0; cl, cheat; Weather effects wind direction angle
cl_windspeed; 0; cl, cheat; Weather effects wind speed scalar
cl_yawspeed; 210; cl; 
clear; cmd; ; Clear console output.
clearall; cmd; ; Clear console output from all views.
cli_ent_attachments; cmd; ; Displays the interpolated attachment points on an entity.  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at 
cli_ent_hitbox; cmd; ; Displays the skeleton for the given entity(ies).  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at 
cli_ent_pivot; cmd; ; Displays the interpolated pivot for the given entity(ies).  (y=up=green, z=forward=blue, x=left=red).   Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at 
cli_ent_skeleton; cmd; ; Displays the skeleton for the given entity(ies).  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at 
cli_ent_vcollide_wireframe; cmd; ; Displays the interpolated vcollide wireframe pm am entity.  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at 
clientport; -1; release; Host game client port
clientportany; 1; release; If set, use system allocated port
closecaption; 0; a, user, xbox_archive; Enable close captioning.
cloth_airdrag; 0; ; 
cloth_airdrag_override; 0; ; 
cloth_attr_pos; 1; ; 
cloth_attr_vel; 2; ; 
cloth_batch; 32; ; 
cloth_compatibility; 1; ; 
cloth_damping_bias; 0; ; 
cloth_damping_multiplier; 1; ; 
cloth_debug; 0; ; 
cloth_debug_draw; 0; cl; 
cloth_expairdrag; 0; ; 
cloth_expquadairdrag; 0; ; 
cloth_ground_offset; 0; ; 
cloth_ground_plane_thickness; 3; ; 
cloth_guard_threshold; 1000; ; 
cloth_iteration_multiplier; 1; ; 
cloth_iv_dump; 4; cl; 
cloth_iv_store_back; 0; sv, rep; 
cloth_legacy_stretch_force; 0; ; 
cloth_node_debug_axis_length; 1; ; 
cloth_node_velocity_limit; 1000000; ; 
cloth_quad_smooth_iterations; -1; ; 
cloth_quad_smooth_rate; -1; ; 
cloth_quadairdrag; 0; ; 
cloth_reload_immediately; 1; ; 
cloth_rod_smooth_iterations; -1; ; 
cloth_rod_smooth_rate; -1; ; 
cloth_simulate; 1; ; 
cloth_step; 1; ; 
cloth_update; 1; cl; 
cloth_version; 4; ; 
cloth_watch; 1; rep; 
cloth_wind; 0; ; 
cloth_wind_pitch; 0; ; 
cmd; cmd; ; Forward command to server.
coach_toggle_studentview; cmd; ; Toggle in and out of in-perspective view of your student. Toggling in will return to the student you were last in the perspective of.
col_viz; cmd; ; Collision visualizer commands
collect_entity_model_name; cmd; ; Collect model names of the entities you're pointing at
collision_shake_amp; 0; sv; 
collision_shake_freq; 0; sv; 
collision_shake_time; 0; sv; 
commentary; 0; sv, a, xbox_archive; Desired commentary mode state.
commentary_available; 0; sv; Automatically set by the game when a commentary file is available for the current map.
commentary_cvarsnotchanging; cmd; ; 
commentary_finishnode; cmd; ; 
commentary_showmodelviewer; cmd; ; Display the commentary model viewer. Usage: commentary_showmodelviewer <model name> <optional attached model name>
compendium_test_last_content_version; -1; cl; When set to >=0 this will force the last viewed content version to this value for testing
compendium_test_league_is_public; 0; cl; For testing public/private leagues. 0 means private.
compendium_test_version; 0; cl; Used in URL's.
con_enable; 1; a; Allows the console to be activated.
con_logfile_suffix; 0; ; Suffix to append to the console log, may be changed to reopen the log
condump; cmd; ; dump the text currently in the console to condumpXX.log
connect; cmd; ; Connect to a remote server.
connect_hltv; cmd; ; Connect to a remote HLTV server.
console_history_size; 1000; ; 
consoletool; cmd; ; Open a VConsole subtool.
convert_steamid; cmd; ; Convert SteamID into multiple formats
cpu_level; 2; cl; CPU Level - Default: High
crash; cmd; ; Crash the client. Optional parameter -- type of crash:  0: read from NULL  1: write to NULL  2: DmCrashDump() (xbox360 only)  3: Same but with full heap  4: force an Assert
crash_error; cmd; ; Cause the engine to crash by spewing an error (Debug!!)
crash_job; cmd; ; Cause the engine to crash in a job thread (Debug!!)
crash_thread; cmd; ; Cause the engine to crash in a brand new non-main thread (Debug!!)
create_flashlight; cmd; ; 
CreatePredictionError; cmd; ; Create a prediction error
creditsdone; cmd; ; 
crosshair; 1; cl, a; 
csm_bias_override_0; 1; cheat; 
csm_bias_override_1; 1; cheat; 
csm_bias_override_2; 1; cheat; 
csm_bias_override_3; 1; cheat; 
csm_cascade_viewdir_shadow_bias_scale; 2; cheat; 
csm_max_num_cascades_override; -1; cheat; 
csm_max_shadow_dist_override; -1; cheat; 
csm_slope_scale_db_override; -1; cheat; 
csm_split_log_scalar; 0; cheat; 
csm_viewdir_shadow_bias; 3; cheat; 
custom_game_detail_max_friend_lobbies; 3; cl; Max number of friend lobbies shown on custom game detail page.
custom_game_lobby_fake_entries; 0; cl; Add fake entries to the custom lobby UI
custom_game_overview_fake_friend_lobbies; 0; cl; Fake friend lobbies in custom game overview UI.
custom_game_overview_fake_friends_in_game; 0; cl; Fake friends in custom game overview UI.
custom_game_overview_friend_lobbies_to_hide_ingame_friends; 4; cl; When there are this many friend lobbies, the friends ingame display is hidden.
custom_game_overview_max_friend_lobbies; 3; cl; Max number of friend lobbies shown in custom game overview UI.
custom_game_overview_suppress_friend_data; 0; cl; Suppress friend active and historical data on custom game overview UI
customgamesetup_auto_assign_players; cmd; ; Automatically assign all curently unassigned player to teams.
customgamesetup_enable_auto_launch; cmd; ; Enable or disable automatically launching the game when all players are assigned to a team.
customgamesetup_lock_team_selection; cmd; ; Lock or unlock the team selection, when locked players cannot change teams.
customgamesetup_select_team; cmd; ; Player selecting a team during custom game setup.
customgamesetup_set_auto_launch_delay; cmd; ; Set the amount of time in seconds that will be set as the remaining time when all players are assigned to a team.
customgamesetup_set_remaining_time; cmd; ; Set the number of seconds remaining before the game starts.
customgamesetup_shuffle_players; cmd; ; Shuffle the team assignments of all players currently assigned to a team.
cvarlist; cmd; ; Show the list of convars/concommands.
cw_alignment; 0; cl; 
cw_image_height; 12; cl; 
cw_image_width; 12; cl; 
cw_vspace; -8; cl; 
dbghist_addline; cmd; ; Add a line to the debug history. Format: <category id> <line>
dbghist_dump; cmd; ; Dump the debug history to the console. Format: <category id>     Categories:      0: Entity I/O      1: AI Decisions      2: Scene Print      3: Alyx Blind      4: Log of damage done to player
debug_materialmodifycontrol; 0; sv; 
debug_materialmodifycontrol_client; 0; cl; 
debug_overlay_fullposition; 0; sv; 
debug_physimpact; 0; sv; 
debug_shared_random; 0; sv, rep; 
debug_touchlinks; 0; sv; Spew touch link activity
debug_visibility_monitor; 0; sv, cheat; 
debugoverlay_draw_current; 0; cheat; Tell debugoverlay to not draw any entries that have aged out by the time of rendering. Useful if sim runs more often than rendering.
debugoverlay_ignore_source; 0; cheat; Draw everything normal and ignore the source for rendering
debugoverlay_show_text_outline; 0; cheat; Toggle display of box around text
debugoverlay_toggle; cmd; ; Toggles visibility of the debug overlay system.
decalfrequency; 10; sv, nf; 
default_fov; 90; cl, cheat; 
demo_analyze; 0; cl, cheat; 
demo_analyze_all; cmd; ; Runs demo_analyze on all demo files found in the dota/demo_analysis/ directory. 
demo_analyze_running; 0; cl, cheat; 
demo_avellimit; 2000; ; Angular velocity limit before eyes considered snapped for demo playback.
demo_fastforwardfinalspeed; 20; ; Go this fast when starting to hold FF button.
demo_fastforwardramptime; 5; ; How many seconds it takes to get to full FF speed.
demo_fastforwardstartspeed; 2; ; Go this fast when starting to hold FF button.
demo_goto; cmd; ; Skips to location in demo.
demo_gototick; cmd; ; Skips to a tick in demo.
demo_info; cmd; ; Print information about currently playing demo.
